Name,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
0.101979285,3,1,2,2,4,1,3,1,1,3
0.283614513,1,3,3,2,2,1,4,2,3,1
0.500107103,2,1,3,1,2,2,1,1,1,2
0.707582357,4,2,3,2,3,1,4,3,2,4
0.235514757,3,2,1,1,3,3,1,1,4,3
0.040548439,3,1,2,3,1,2,2,1,1,2
0.817604571,4,1,3,1,1,3,1,4,3,2
0.572371182,3,3,2,4,2,4,4,2,1,2
0.756444242,4,1,3,4,4,1,2,4,4,2
0.190556913,3,2,2,3,1,4,3,4,1,4
0.607951022,3,3,2,3,1,1,3,1,2,2
0.659894577,1,1,4,4,2,3,1,4,2,1
0.220890731,3,4,3,3,4,4,2,3,2,2
0.63934085,3,4,3,1,1,1,3,2,4,2
0.333860104,3,1,3,1,3,1,3,1,2,1
0.924114212,1,3,2,4,3,4,3,1,2,3
0.419610713,3,4,2,3,4,3,2,4,1,4
0.766227901,3,2,2,3,4,4,1,4,3,2
0.543562732,2,3,4,2,2,3,1,2,1,3
0.207615152,1,3,1,4,3,2,4,3,3,4
0.437697638,3,2,1,3,2,4,2,3,3,4
0.111951251,1,3,4,4,4,3,2,1,2,4
0.85693201,3,4,4,4,4,4,3,1,2,1
0.91015485,2,3,1,2,1,4,1,2,3,2
0.005368358,4,4,3,1,3,1,2,4,4,4
0.56460706,2,2,3,4,3,3,2,4,1,3
0.092183717,1,1,3,1,4,3,2,1,3,3
0.594251279,1,1,2,4,1,4,3,3,4,3
0.238495718,1,2,1,4,2,4,3,4,3,2
0.065510025,2,4,4,2,1,2,1,1,1,2
0.363565054,3,1,4,3,3,1,1,3,3,3
0.603077555,2,4,3,3,3,4,3,1,2,3
0.770031727,4,3,3,3,4,2,2,1,4,4
0.353309248,1,2,2,3,1,3,4,4,1,1
0.89867189,4,1,2,4,1,2,3,2,3,1
0.717358766,4,4,1,2,2,4,4,2,1,2
0.413233817,3,3,2,3,2,1,2,4,3,3
0.231990382,4,1,2,2,3,1,3,2,1,4
0.311992263,1,2,3,4,4,2,4,1,1,2
0.090516593,3,3,4,2,1,4,1,2,4,4
0.404764528,1,2,3,2,2,1,4,4,1,4
0.729516906,2,4,3,3,2,1,1,2,2,4
0.865363693,4,3,1,2,2,4,1,4,4,2
0.666767708,4,2,1,3,3,2,4,4,1,3
0.801093083,4,1,4,3,1,3,3,4,4,4
0.66307147,1,4,3,3,1,2,2,4,3,2
0.627704905,4,3,3,2,4,1,4,1,4,4
0.376946711,4,4,1,3,1,2,3,2,3,2
0.091766422,2,2,3,3,3,1,3,4,4,1
0.823607454,1,4,1,3,2,3,1,2,4,3
0.54564564,3,3,1,4,4,4,1,3,3,1
0.410187352,3,3,2,3,2,2,4,2,4,1
0.545571685,2,4,1,2,3,1,2,3,4,2
0.58588666,1,2,1,3,4,4,2,3,1,2
0.005927671,3,2,3,3,4,2,2,2,2,4
0.775269958,4,4,2,1,3,4,3,1,3,2
0.445810711,2,4,3,3,3,1,3,2,3,2
0.98132427,2,4,3,3,3,4,3,2,3,3
0.333112106,2,4,4,4,2,1,4,2,3,4
0.973057098,2,3,2,2,2,4,1,1,3,2
0.294456475,2,4,3,2,1,2,1,3,1,3
0.067421521,3,3,4,1,1,3,3,1,4,3
0.959647148,1,2,3,4,3,2,2,2,3,1
0.041137605,1,2,1,2,1,4,3,3,2,3
0.296199767,4,2,1,2,4,4,3,1,4,1
0.357007646,4,3,1,2,4,1,1,3,3,2
0.819836652,2,2,1,4,2,2,1,2,4,2
0.980171571,3,3,4,4,3,3,4,4,4,1
0.139711828,3,4,1,1,4,2,4,4,1,3
0.765451553,2,4,4,2,1,1,2,2,1,4
0.444409925,4,3,3,3,4,3,3,2,1,1
0.767307156,1,4,3,4,4,4,2,1,1,1
0.823951921,2,2,1,1,2,4,2,3,3,3
0.82088383,2,3,4,2,2,2,4,2,1,1
0.605331577,4,4,2,3,3,4,2,3,4,1
0.436146609,1,3,4,1,1,2,3,2,3,2
0.281155269,2,2,4,3,4,1,2,4,2,2
0.723175876,3,3,2,1,4,4,3,2,1,4
0.651662403,4,1,1,4,1,3,3,1,3,2
0.509155361,2,2,3,4,1,2,4,3,2,3
0.784962438,1,2,4,1,1,3,3,3,1,3
0.251671553,4,1,3,1,4,4,3,1,2,2
0.472550371,4,4,1,4,4,4,2,3,2,3
0.133580523,1,4,2,4,2,1,1,3,4,3
0.51992465,1,1,1,1,4,1,2,1,4,3
0.146615433,4,4,4,3,1,2,2,3,3,1
0.112821393,3,1,3,1,3,2,4,4,4,3
0.985865092,3,4,3,2,1,1,2,4,3,3
0.455806249,4,1,2,3,1,2,3,4,4,4
0.546138821,4,1,4,3,4,3,2,1,4,2
0.922114937,2,2,3,3,4,3,1,2,4,2
0.319939726,2,2,3,2,1,1,4,4,3,2
0.907244928,2,1,3,2,3,3,1,3,1,3
0.566965042,4,4,4,2,4,3,1,3,1,2
0.964642894,2,4,3,3,2,1,2,3,4,3
0.245080902,1,2,2,4,1,2,3,4,3,4
0.49721779,1,3,3,4,3,2,1,2,4,3
0.337351031,4,1,3,4,2,1,2,2,3,4
0.951110973,4,2,4,3,2,4,1,4,4,1
0.405649119,4,2,1,1,3,4,2,3,1,1
0.330770221,1,4,4,2,1,4,2,1,2,1
0.086444535,2,4,4,3,1,4,4,3,1,3
0.726720321,1,2,1,4,3,2,2,2,4,3
0.981885835,4,4,1,1,4,2,4,1,3,2
0.452796728,4,4,4,1,2,3,3,4,4,3
0.715607379,1,4,3,1,2,4,4,2,4,1
0.071656346,2,1,4,4,1,4,2,4,2,3
0.374155182,3,3,2,4,4,1,4,4,1,2
0.454255878,2,1,4,4,1,4,4,2,1,3
0.986450756,3,2,1,3,3,2,4,1,1,3
0.563037912,1,2,2,2,2,2,4,2,1,2
0.297804943,4,1,4,3,4,3,4,4,1,2
0.65170923,4,2,1,1,2,2,3,4,3,3
0.571171161,2,1,4,2,2,1,1,4,2,3
0.173944564,4,1,1,1,2,2,2,1,4,1
0.925275081,1,4,4,2,4,1,1,2,2,3
0.539459953,1,2,2,3,2,4,1,1,3,2
0.929631529,2,4,1,1,1,1,4,2,3,2
0.954796586,1,4,2,4,3,1,1,2,3,4
0.082797621,1,2,1,4,4,1,1,1,2,1
0.496829085,4,4,1,4,2,1,2,3,2,2
0.119800367,1,4,4,4,3,2,4,4,3,4
0.775252047,1,4,3,1,4,2,2,3,3,3
0.65092487,2,3,4,3,3,4,1,2,4,4
0.151550227,1,4,3,4,3,4,3,1,4,3
0.442409444,1,1,3,1,1,4,1,2,2,2
0.116569274,3,3,2,3,4,2,4,4,1,3
0.512465898,4,3,3,1,2,3,4,4,1,4
0.715110174,3,4,2,3,4,1,1,4,1,4
0.182653071,2,1,4,2,4,1,1,2,1,4
0.217814678,4,1,4,2,4,1,3,3,1,1
0.555230334,3,4,4,4,4,4,3,2,3,2
0.57871458,4,4,3,2,1,3,2,3,1,1
0.930560293,3,2,2,4,2,2,4,3,2,1
0.474571242,2,2,2,3,3,1,1,3,1,3
0.700337021,1,3,4,3,4,1,4,3,3,4
0.3993847,1,4,4,4,4,3,1,1,1,4
0.587122629,1,3,4,4,4,2,2,4,1,4
0.977241073,3,1,3,2,4,3,1,2,3,2
0.564651257,2,2,2,2,3,3,3,1,1,4
0.442591985,4,3,2,1,3,1,3,3,1,4
0.653425604,3,4,2,3,2,3,2,3,2,4
0.272137241,3,2,3,4,3,2,1,3,4,3
0.203608149,1,4,2,4,3,1,4,1,1,1
0.488858741,2,3,2,2,2,3,1,4,2,4
0.286073371,4,2,2,4,2,2,1,4,4,1
0.875672673,1,3,1,3,2,3,1,4,1,3
0.565462436,4,1,4,1,1,3,2,3,1,3
0.160195652,1,1,4,3,2,4,4,3,1,3
0.688356681,1,3,3,3,4,3,3,2,4,1
0.292598176,1,4,1,3,1,3,4,1,4,3
0.226446802,2,2,3,1,3,3,4,4,1,1
0.500338959,1,4,1,2,2,1,1,2,2,3
0.069900633,1,1,1,3,4,1,3,4,2,1
0.345120395,1,2,4,4,1,1,3,1,3,3
0.593295004,2,1,3,4,1,3,1,3,3,3
0.468828659,1,1,2,2,2,1,3,1,2,2
0.397194998,2,1,4,1,4,4,2,4,4,4
0.676946707,3,4,1,4,1,4,1,1,2,3
0.124716714,4,3,1,4,3,3,4,2,1,4
0.852280383,2,4,2,1,3,3,2,4,1,4
0.176918928,2,3,4,3,3,2,3,2,1,1
0.276560308,2,2,2,2,3,3,2,1,2,3
0.982385836,1,1,3,3,3,4,1,2,2,4
0.459428615,4,1,3,3,2,2,2,4,3,4
0.639020665,1,2,4,1,2,1,3,1,2,1
0.730292162,4,1,1,4,2,1,1,4,1,3
0.079685335,1,3,2,3,4,2,4,3,4,1
0.247162439,2,4,3,3,1,2,2,4,3,4
0.08322687,4,3,1,1,1,1,4,3,1,2
0.83280632,3,2,3,4,1,4,1,4,4,2
0.049431456,4,3,3,2,2,1,2,1,3,3
0.045195319,4,2,1,1,2,3,3,3,1,1
0.939386549,3,2,1,1,1,2,4,3,2,2
0.862216925,1,1,1,1,1,4,3,3,4,1
0.170989685,1,3,2,2,2,1,1,3,4,2
0.765682331,4,1,1,4,1,3,2,4,4,1
0.023717027,3,3,3,4,1,1,3,2,4,1
0.264242633,1,2,1,1,4,2,1,4,4,3
0.118948693,3,2,3,2,4,1,4,4,3,3
0.434458315,3,1,4,1,2,4,1,1,3,1
0.865930675,3,3,2,4,4,3,4,1,4,2
0.094891839,2,2,3,1,3,2,4,4,2,4
0.469113999,3,3,4,3,1,4,4,4,1,2
0.360303416,3,4,3,2,2,1,3,2,1,3
0.166058806,1,1,2,4,3,4,1,4,3,2
0.271076895,4,4,1,4,1,3,3,3,1,3
0.190400354,1,2,4,3,2,2,4,1,2,1
0.446574878,1,2,4,1,1,1,1,1,4,4
0.997661241,4,1,2,3,2,1,2,3,1,1
0.232070322,3,3,3,4,4,4,4,2,2,1
0.301230791,2,3,3,3,3,1,3,2,1,4
0.375318203,3,2,2,2,2,4,2,2,3,4
0.543402801,3,3,4,4,2,1,1,1,4,4
0.00604299,1,3,3,3,2,1,1,1,2,2
0.406302902,1,1,3,1,2,3,1,2,2,3
0.281506541,2,2,4,1,3,4,1,3,3,4
0.573238137,2,3,2,4,4,1,1,4,1,4
0.237355228,3,4,2,3,3,1,4,4,1,4
0.057873657,2,4,4,4,2,1,3,3,3,1
0.214296807,4,1,1,2,4,2,3,3,1,4
0.425985214,4,4,3,1,4,2,4,3,1,1
0.395912377,3,3,3,1,1,2,3,4,1,4
0.863290926,3,4,2,1,3,3,4,2,4,1
0.7526677,4,4,1,3,2,2,1,4,2,4
0.371709513,3,3,2,2,2,4,3,4,1,1
0.614139051,1,1,1,2,1,1,2,4,3,4
0.090644234,3,2,4,2,3,1,4,3,3,2
0.691767569,4,2,2,2,1,1,3,3,3,4
0.463316396,2,1,3,4,3,4,4,1,4,3
0.883722183,1,2,4,4,2,2,2,3,4,3
0.361784822,1,3,3,3,4,4,3,2,1,2
0.534101725,4,2,3,3,4,3,3,1,1,1
0.334237778,1,4,3,2,1,3,4,1,3,1
0.749141652,4,4,2,3,1,3,3,3,2,4
0.79124389,2,3,4,1,1,3,4,3,4,3
0.865455204,4,4,1,4,3,4,3,1,1,2
0.140666091,3,4,1,2,4,4,2,1,2,3
0.693443623,4,2,3,4,4,1,3,3,4,1
0.618877903,3,1,4,4,2,1,1,2,2,1
0.822266823,4,3,2,3,1,2,3,4,2,3
0.592867979,2,2,4,4,3,2,4,1,1,1
0.241571023,3,4,4,1,3,1,3,3,1,3
0.784442897,4,4,1,1,1,3,2,1,3,3
0.410531814,3,4,3,4,4,2,3,1,4,2
0.267154076,3,1,1,1,1,2,4,3,4,4
0.329961241,3,1,2,2,1,1,1,1,3,4
0.071175541,4,2,4,4,2,2,1,1,3,2
0.5691624,1,4,4,2,3,2,3,2,2,4
0.883627943,1,1,4,3,4,1,1,4,1,2
0.395049737,3,2,3,4,1,2,3,1,3,3
0.629424102,1,2,2,3,3,1,1,1,4,1
0.34173346,4,2,2,1,3,3,3,4,2,3
0.242295875,2,1,2,2,3,1,3,2,4,2
0.621206715,2,4,2,1,2,4,3,3,4,2
0.9700308,2,2,2,4,2,3,4,2,2,1
0.527147652,3,3,1,4,2,1,4,3,1,1
0.517439855,2,4,1,1,1,3,3,1,1,1
0.391235518,1,3,1,4,1,2,2,3,1,4
0.75534233,4,3,2,1,4,3,3,3,2,4
0.802727673,2,4,2,2,1,3,3,2,3,4
0.148495538,1,1,3,1,3,3,3,2,2,1
0.893166112,1,2,3,3,1,1,1,2,2,3
0.698268088,2,4,4,2,1,2,4,1,1,3
0.062496498,3,3,4,4,3,3,1,4,4,4
0.770509044,2,1,4,1,1,4,3,1,4,1
0.438475255,1,3,3,2,4,3,4,2,1,3
0.322996437,2,1,1,3,1,1,2,1,3,4
0.695999266,1,2,1,3,3,1,1,4,3,3
0.710873168,1,2,1,2,4,3,4,1,2,4
0.976191698,3,2,4,1,2,4,3,3,4,3
0.277927554,3,2,4,3,1,2,3,1,1,2
0.633958652,1,3,1,3,4,1,2,4,4,3
0.797248592,2,4,4,3,2,4,3,2,1,4
0.826336347,4,1,4,3,4,2,1,4,3,1
0.691198555,4,3,4,1,2,3,4,3,2,4
0.645347297,2,4,3,2,4,1,1,4,1,2
0.273544783,3,1,4,2,2,2,4,1,2,1
0.556187047,1,1,2,3,3,2,3,2,4,2
0.200938119,3,2,3,3,4,3,1,4,1,4
0.43288554,1,3,4,2,1,1,2,3,4,4
0.521665624,3,1,4,2,3,2,1,4,3,4
0.771848202,4,1,2,3,4,4,1,1,1,3
0.618895477,1,2,4,1,1,1,2,1,3,3
0.514902706,2,2,4,2,4,2,3,2,4,3
0.862866544,4,1,2,1,2,2,1,2,3,2
0.956931575,2,4,1,4,3,3,2,3,2,3
0.023789664,3,3,1,3,3,2,3,4,2,1
0.765998699,4,3,2,1,4,3,4,3,1,3
0.535163442,3,1,1,2,4,4,2,2,3,3
0.593241977,4,3,4,2,4,1,2,4,2,3
0.166888251,2,4,3,2,1,2,1,2,1,4
0.777732746,3,4,1,3,3,1,4,2,2,3
0.294583799,1,2,1,2,3,4,1,3,1,3
0.025767484,3,4,1,1,1,4,4,2,1,1
0.105488887,4,1,4,4,4,4,3,3,4,1
0.784967065,4,1,4,2,2,1,3,3,2,2
0.784264971,2,4,4,2,3,1,3,3,1,3
0.613681177,1,3,3,4,1,2,3,2,4,3
0.109897232,2,1,2,2,4,3,3,3,4,3
0.878635145,4,2,2,1,3,4,2,1,4,1
0.069632045,2,3,1,1,3,1,4,3,4,3
0.652439163,2,1,1,4,3,4,3,1,1,3
0.984212935,3,1,3,3,4,3,1,2,4,3
0.608587544,2,3,4,1,2,3,3,2,3,2
0.940745237,1,4,2,2,4,1,2,2,2,3
0.309842263,4,1,4,2,1,3,3,2,2,1
0.801716799,2,2,3,2,1,2,4,4,3,4
0.649208583,2,2,4,2,2,2,1,4,4,4
0.860973933,1,2,2,1,1,1,3,4,1,1
0.384857802,1,4,1,3,3,2,2,4,2,3
0.608344687,4,4,4,4,2,4,1,4,1,4
0.619012081,4,2,2,4,1,1,2,4,3,3
0.270172919,3,4,1,4,1,2,1,2,4,1
0.133506897,4,1,4,3,2,4,3,3,3,3
0.496138636,2,1,1,1,1,1,1,4,2,4
0.712662963,4,1,1,2,3,1,3,4,2,4
0.811377705,3,1,4,2,1,1,3,3,4,1
0.254253602,4,3,2,4,3,3,4,3,2,4
0.890920907,3,2,1,1,2,1,4,3,3,1
0.511359127,1,4,3,3,2,2,2,1,1,1
0.299341741,3,3,3,4,1,1,1,4,1,1
0.589199992,3,4,1,4,1,2,2,3,4,2
0.391417753,1,3,1,1,2,4,1,1,1,3
0.145353195,1,4,1,3,3,2,2,2,2,1
0.02838826,3,1,3,3,4,3,3,2,4,4
0.786391853,1,1,3,4,4,2,3,2,2,1
0.486517936,3,1,4,4,3,4,4,4,4,3
0.123687523,2,3,1,2,1,1,1,3,4,4
0.346974098,3,2,4,1,4,1,3,1,2,4
0.798692963,3,3,2,1,3,4,4,4,1,3
0.819682943,2,3,1,2,1,2,1,2,2,2
0.994408525,4,3,1,3,3,2,2,2,2,2
0.070427217,1,4,3,1,2,2,1,1,4,3
0.476261281,3,3,3,3,4,1,1,1,4,1
0.968916249,1,4,1,2,4,4,3,1,2,3
0.003640341,4,2,3,1,4,4,3,4,3,4
0.759572419,3,1,3,4,1,3,1,1,1,3
0.155458837,2,1,4,1,4,3,1,1,3,2
0.888275195,1,3,2,4,2,2,4,1,2,3
0.886412633,4,3,4,4,1,1,4,2,2,1
0.461550281,3,4,1,3,1,2,4,3,1,2
0.540844964,1,3,1,4,1,3,2,4,3,2
0.433405408,1,3,3,3,1,3,3,2,4,2
0.938998315,1,1,1,2,1,4,2,1,2,3
0.148339184,3,2,1,2,2,2,2,3,1,3
0.907876803,4,2,3,2,4,3,4,1,2,2
0.459100076,4,4,2,3,1,2,3,2,1,4
0.427217426,4,1,1,3,1,1,3,1,4,1
0.778311543,2,2,4,3,2,3,2,1,3,1
0.75937128,4,2,2,2,3,3,3,1,1,4
0.578438804,4,1,4,2,2,4,3,3,2,2
0.652959729,1,4,2,3,4,4,1,3,3,2
0.529401978,2,1,3,3,1,2,1,3,3,3
0.282654558,4,3,3,3,3,1,3,3,3,4
0.132483113,1,1,2,4,3,1,2,4,3,3
0.686906643,4,3,4,1,3,3,3,3,3,4
0.868032432,3,3,3,3,3,1,3,2,2,3
0.666258004,1,1,1,2,4,3,4,1,3,3
0.778007269,2,4,3,4,4,1,4,4,1,3
0.690316885,3,4,4,1,1,3,1,2,4,2
0.731712294,4,1,3,3,1,4,4,4,4,4
0.451666283,2,2,3,3,4,2,4,3,2,3
0.935147837,4,2,3,4,4,2,2,3,1,2
0.768492914,3,3,4,2,3,1,4,4,3,1
0.981306757,3,3,2,1,1,1,4,4,3,1
0.063991306,4,4,2,3,4,4,3,4,4,4
0.953988122,3,1,4,1,3,4,1,4,4,1
0.128967342,2,4,1,1,2,2,3,1,4,4
0.337303698,3,4,1,3,2,1,4,3,1,4
0.415632559,3,4,4,2,4,3,2,2,4,2
0.714345175,4,4,4,4,1,4,1,1,4,3
0.444559338,3,2,1,3,4,3,3,4,4,1
0.808012978,1,4,4,2,2,3,4,2,3,3
0.832623541,1,4,2,4,2,3,4,2,1,2
0.301316067,4,2,1,1,2,1,4,3,3,4
0.441287307,3,3,3,1,4,4,2,1,4,1
0.080297571,3,4,1,4,3,4,2,1,3,2
0.634235916,3,3,4,3,4,3,1,1,3,3
0.587498959,3,4,2,4,4,4,1,2,3,3
0.82253552,2,1,3,3,2,2,2,2,2,2
0.021909981,1,2,3,1,4,1,2,2,1,3
0.892937881,2,2,2,3,2,1,1,2,1,1
0.561196803,1,2,2,4,2,3,3,4,2,3
0.497640223,1,4,2,3,3,4,3,4,4,1
0.188494327,3,3,1,2,3,1,3,3,4,1
0.785461984,3,2,3,1,1,1,2,1,3,1
0.015904725,1,4,1,1,4,3,3,1,1,2
0.527761061,1,3,2,2,3,4,3,1,1,1
0.537529974,2,3,2,3,4,2,4,4,3,2
0.136403465,4,2,3,4,4,3,1,2,4,4
0.55026337,4,2,3,1,1,4,3,3,3,2
0.793507477,1,1,2,3,2,3,3,1,3,4
0.863767609,2,1,2,1,4,4,2,1,1,1
0.156966123,1,1,2,4,4,4,2,1,1,4
0.860250655,4,1,4,3,4,2,1,3,1,4
0.053237852,3,1,2,4,3,2,2,1,4,1
0.452273842,3,2,2,2,1,4,2,3,1,4
0.087108255,4,1,2,2,4,2,3,2,4,4
0.725929047,2,3,4,1,1,1,2,3,2,4
0.154478969,2,3,4,3,3,4,3,2,2,2
0.051421004,2,3,3,4,4,2,2,3,3,3
0.668185251,2,1,4,1,3,2,3,1,1,4
0.022421973,1,2,4,1,4,2,4,1,2,2
0.66069188,1,4,2,3,2,4,2,1,1,1
0.157607587,2,1,3,2,4,1,2,4,4,3
0.865161252,2,1,1,3,1,1,4,4,1,1
0.590292821,1,1,3,4,1,3,2,2,4,3
0.598491836,4,1,4,4,4,1,3,2,1,4
0.242455394,1,3,2,3,2,1,1,4,1,4
0.076684276,2,1,4,2,1,1,2,3,1,4
0.979769181,4,2,1,4,2,2,4,2,3,3
0.323709884,1,2,2,1,4,1,2,4,2,1
0.445307129,1,1,3,1,1,3,3,4,2,2
0.67490469,2,1,4,1,3,4,2,1,2,1
0.419335817,4,2,3,1,3,1,2,1,2,4
0.158258609,2,1,2,3,2,4,3,4,4,3
0.818974546,3,3,4,3,4,4,4,4,2,4
0.1792506,1,2,1,3,1,1,4,1,2,4
0.177810896,1,1,4,3,4,2,1,2,3,4
0.731345798,1,1,2,1,2,2,2,4,1,4
0.471629962,3,2,2,4,3,3,4,2,1,2
0.681064861,4,2,2,3,1,3,3,2,3,1
0.93873284,2,1,4,1,3,4,1,1,2,3
0.518403073,1,1,4,4,1,2,3,1,4,1
0.088899111,4,3,4,1,2,1,2,3,3,3
0.687662998,2,1,3,3,4,3,3,1,2,3
0.334831903,3,4,4,1,2,2,1,1,4,4
0.185607902,2,2,3,4,1,4,3,1,2,2
0.114372477,2,4,4,1,1,4,2,2,2,4
0.838297513,3,2,2,4,4,4,3,1,2,2
0.733131548,1,4,3,2,4,2,1,3,3,3
0.996715524,2,2,2,3,3,3,3,2,3,4
0.068291311,4,3,4,4,2,3,1,1,4,3
0.96006045,4,1,2,2,4,1,3,1,4,2
0.496863765,1,1,1,2,4,4,4,2,2,2
0.647197574,1,3,4,4,4,2,3,2,4,2
0.991848906,3,2,1,3,1,2,1,3,1,1
0.48048113,2,4,3,4,3,1,4,1,3,1
0.449677148,2,2,2,1,2,1,2,2,4,2
0.902722768,4,4,2,3,4,1,3,2,2,4
0.909490243,3,3,4,3,1,1,1,2,3,1
0.583836405,3,2,3,4,2,1,3,4,1,4
0.431895117,1,2,4,4,4,4,1,4,1,3
0.644756153,2,3,2,3,1,4,4,4,2,2
0.539146103,1,1,2,2,3,1,3,4,3,1
0.076425292,3,4,3,3,2,2,3,4,3,3
0.392981384,4,3,2,2,4,3,4,2,1,1
0.533362676,4,3,3,3,4,3,2,2,1,3
0.59138335,4,3,1,2,3,2,1,4,1,3
0.577716432,2,1,1,2,4,1,2,1,1,3
0.717604827,3,1,2,1,2,2,1,2,4,4
0.963408726,4,3,2,4,3,2,1,3,3,3
0.99742554,1,2,1,3,3,3,4,3,2,3
0.074260599,4,4,2,3,4,4,3,2,2,3
0.814104572,3,1,2,3,2,4,4,4,3,1
0.647749924,4,1,3,4,2,2,3,4,4,1
0.114857669,1,4,1,3,3,1,3,4,4,1
0.588979672,4,1,4,3,2,3,2,4,4,4
0.768028431,3,4,3,2,2,2,1,3,3,2
0.841827899,1,3,4,4,3,4,3,4,1,1
0.753498983,4,3,2,4,2,1,3,1,3,2
0.265560766,1,1,3,1,3,2,4,3,4,3
0.191635859,2,2,4,2,3,1,3,4,2,2
0.148884206,4,2,3,2,4,4,4,3,1,2
0.895307917,3,4,4,3,4,2,4,3,1,2
0.661149436,3,1,2,3,1,2,4,3,4,1
0.314931789,2,1,4,1,1,4,4,4,4,1
0.804779721,3,1,2,4,1,2,2,4,2,1
0.955432795,2,4,3,3,3,2,4,1,2,2
0.898440085,4,1,1,1,3,1,1,2,1,3
0.381732532,1,4,4,1,4,1,4,3,2,2
0.863577771,1,2,1,2,1,2,3,4,3,4
0.495855966,2,4,2,4,1,4,2,3,1,4
0.117924672,2,4,3,4,4,2,1,3,4,2
0.578052188,1,1,1,1,2,2,4,2,3,4
0.575825529,2,1,3,1,4,4,1,4,3,4
0.959189895,4,3,3,4,1,4,3,1,2,1
0.225785264,3,3,2,2,2,1,1,4,4,3
0.865796951,4,4,1,1,2,2,2,4,2,3
0.405226046,4,4,3,3,4,3,3,1,4,1
0.708147428,2,1,3,4,3,1,4,1,4,3
0.812136928,1,2,4,1,3,4,4,4,4,2
0.238723228,4,2,3,1,1,4,1,1,4,3
0.242867658,3,1,2,4,2,1,3,2,2,3
0.841053456,1,4,3,3,4,4,1,1,3,2
0.611218861,2,2,2,3,1,2,1,4,3,3
0.563428505,4,3,3,2,3,2,3,2,4,4
0.079575743,2,4,3,2,1,1,4,2,1,2
0.804199692,3,1,3,4,2,1,1,3,2,4
0.867563958,1,2,4,2,4,2,1,4,3,2
0.266311127,2,2,1,3,1,3,1,3,4,1
0.586728623,1,4,3,2,2,3,3,4,4,1
0.552677008,2,4,3,3,2,4,4,1,4,2
0.894036796,2,4,4,1,4,1,1,4,4,3
0.790577056,3,4,2,3,1,3,3,1,2,4
0.702211091,3,3,2,2,2,2,4,1,2,1
0.067948936,1,4,4,1,3,3,3,1,1,3
0.040825776,2,3,1,2,1,1,4,3,1,1
0.197441454,1,4,3,2,1,3,3,2,3,3
0.256635213,2,3,4,4,1,2,3,4,1,2
0.437615328,1,2,3,2,3,2,1,4,4,3
0.131088286,1,2,3,3,1,1,4,1,1,2
0.477215394,2,2,4,3,3,3,1,4,2,3
0.550549583,3,1,4,4,3,4,3,4,1,1
0.921330851,1,4,3,1,2,4,1,1,2,4
0.709674754,3,1,3,2,2,1,1,1,1,4
0.935665021,4,3,1,3,2,2,3,1,2,4
0.808079978,4,1,2,3,1,2,2,4,1,3
0.572504941,2,3,3,4,1,3,4,4,3,1
0.022171762,2,4,3,2,4,4,4,3,3,3
0.589325475,4,1,1,2,4,2,3,1,4,3
0.564458332,3,2,1,3,1,1,3,2,1,4
0.229425254,4,3,1,4,2,2,3,4,2,3
0.391641102,1,3,2,2,1,2,3,2,3,3
0.843190403,2,3,1,1,3,3,2,1,1,1
0.724589332,4,4,4,2,4,2,1,3,3,4
0.485792688,2,3,2,2,3,1,3,2,3,4
0.798131881,3,2,2,1,1,3,3,3,1,2
0.226618933,3,2,1,1,3,1,2,3,4,1
0.598922714,2,1,1,2,3,1,4,3,2,3
0.021637651,1,4,2,1,1,2,2,3,1,3
0.03511328,3,3,2,4,3,1,3,1,1,3
0.090870598,3,2,4,3,4,1,1,1,2,2
0.28283044,3,4,3,4,3,2,4,4,1,2
0.059188102,2,3,3,2,3,3,3,4,2,2
0.405554591,3,4,3,2,3,3,4,2,3,2
0.845631058,4,1,1,4,4,2,2,4,2,3
0.880171788,3,2,4,4,2,2,1,1,1,4
0.237417069,4,2,2,2,4,4,3,3,1,3
0.608582203,3,2,3,1,3,1,3,1,2,1
0.610658295,2,1,2,3,4,1,3,1,3,4
0.383748837,3,4,3,2,4,4,1,1,4,1
0.667454154,2,2,1,2,4,3,1,2,2,1
0.686661602,1,4,3,2,4,1,1,4,2,1
0.695810169,4,1,2,1,3,2,4,1,1,1
0.477219031,3,2,2,3,4,1,3,2,2,2
0.402578347,1,3,2,1,2,1,2,1,3,2
0.018560708,3,2,4,2,3,4,1,4,2,3
0.635615723,3,3,2,2,1,1,3,3,3,2
0.114582243,4,4,1,4,3,2,4,4,4,2
0.103309008,3,1,2,4,1,3,3,4,1,3
0.985394866,4,1,1,2,3,3,3,1,2,4
0.149666417,2,3,2,2,1,1,1,1,4,2
0.285299213,3,4,3,2,4,3,1,1,1,4
0.405032265,3,1,2,2,2,3,4,2,2,1
0.014057211,2,3,3,2,4,1,3,3,4,1
0.356612887,3,4,4,2,2,4,1,4,1,4
0.017223517,1,2,3,4,2,4,2,1,4,1
0.619101025,3,3,3,3,3,4,2,3,2,3
0.564966189,3,2,3,1,1,2,2,4,2,4
0.046531736,3,3,1,1,4,2,4,3,1,3
0.69261973,4,3,4,3,3,2,3,1,3,4
0.289899708,1,4,2,4,3,1,4,3,1,1
0.185712499,3,3,2,1,2,3,4,3,1,3
0.106855883,1,3,2,2,1,3,2,2,2,1
0.111662995,1,2,4,1,4,2,3,2,3,3
